Date,SO2_lat,SO2_long,Daily Max 1-hour SO2 Concentration,EQ_lat,EQ_long,mag,WIND DIRECTION,WIND SPEED,TEMPERATURE AT 2 METERS,RELATIVE HUMIDITY,Days_Since_EQ_Activity,Risk_Label
734586.0,0.38956121555191453,0.7831350067444718,0.0002962962962962963,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.3010594370899153,0.7484696889722982,0.0,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.23652614330403712,0.7108706625222403,0.13525925925925925,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,2.0
734586.0,0.30412632206167173,0.7543448087111227,0.0,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.34126143304036977,0.7847969816042107,0.0002962962962962963,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.3140142171905257,0.8245448360799996,0.0008148148148148149,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.2108032176374194,0.6526233065509391,0.034444444444444444,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734586.0,0.32765612393862653,0.6261770179657125,0.005666666666666667,0.43289140473707705,0.7787422047582742,0.7072463768115942,0.4348023933957069,0.11427192575631215,0.26127820509631405,0.7099656545038723,0.0,0.0
734588.0,0.2108032176374194,0.6526233065509391,0.014777777777777777,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.34126143304036977,0.7847969816042107,0.0008148148148148149,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.23652614330403712,0.7108706625222403,0.06074074074074074,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,1.0
734588.0,0.38956121555191453,0.7831350067444718,0.001037037037037037,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.3010594370899153,0.7484696889722982,0.0,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.32765612393862653,0.6261770179657125,0.009185185185185185,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.3140142171905257,0.8245448360799996,0.0007777777777777778,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734588.0,0.30412632206167173,0.7543448087111227,0.0,-1.0,-1.0,0.0,0.7780217277348884,0.14368511331740316,0.20479049666221202,0.5923053554822015,0.005235602094240838,0.0
734590.0,0.2108032176374194,0.6526233065509391,0.11962962962962963,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,2.0
734590.0,0.38956121555191453,0.7831350067444718,0.00025925925925925926,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734590.0,0.30412632206167173,0.7543448087111227,0.0,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734590.0,0.23652614330403712,0.7108706625222403,0.12518518518518518,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,2.0
734590.0,0.3010594370899153,0.7484696889722982,0.0,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734590.0,0.32765612393862653,0.6261770179657125,0.006037037037037037,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734590.0,0.3140142171905257,0.8245448360799996,0.0007777777777777778,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734590.0,0.34126143304036977,0.7847969816042107,0.0004444444444444444,-1.0,-1.0,0.0,0.3114585038021136,0.288783733029982,0.47681160636369685,0.174275826798233,0.010471204188481676,0.0
734591.0,0.34126143304036977,0.7847969816042107,0.0011851851851851852,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734591.0,0.38956121555191453,0.7831350067444718,0.0014444444444444444,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734591.0,0.3140142171905257,0.8245448360799996,0.0008148148148148149,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734591.0,0.32765612393862653,0.6261770179657125,0.002703703703703704,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734591.0,0.30412632206167173,0.7543448087111227,0.0,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734591.0,0.2108032176374194,0.6526233065509391,0.10822222222222222,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,2.0
734591.0,0.23652614330403712,0.7108706625222403,0.28774074074074074,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,2.0
734591.0,0.3010594370899153,0.7484696889722982,0.0,-1.0,-1.0,0.0,0.30435582543214545,0.24003670715348516,0.5133671977353099,0.15044788549676205,0.013089005235602094,0.0
734592.0,0.30412632206167173,0.7543448087111227,0.0,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734592.0,0.3010594370899153,0.7484696889722982,0.0,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734592.0,0.38956121555191453,0.7831350067444718,0.00014814814814814815,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734592.0,0.2108032176374194,0.6526233065509391,0.10062962962962962,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,2.0
734592.0,0.32765612393862653,0.6261770179657125,0.026851851851851852,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734592.0,0.34126143304036977,0.7847969816042107,0.0006666666666666666,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734592.0,0.23652614330403712,0.7108706625222403,0.19962962962962963,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,2.0
734592.0,0.3140142171905257,0.8245448360799996,0.000962962962962963,-1.0,-1.0,0.0,0.3681513862383522,0.4875990781702234,0.47839277108138795,0.10628223411187471,0.015706806282722512,0.0
734593.0,0.38956121555191453,0.7831350067444718,0.0007407407407407407,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.3140142171905257,0.8245448360799996,0.0007777777777777778,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.2108032176374194,0.6526233065509391,0.019407407407407408,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.30412632206167173,0.7543448087111227,0.0,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.32765612393862653,0.6261770179657125,0.006185185185185185,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.3010594370899153,0.7484696889722982,0.0,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.34126143304036977,0.7847969816042107,0.00037037037037037035,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,0.0
734593.0,0.23652614330403712,0.7108706625222403,0.11192592592592591,-1.0,-1.0,0.0,0.4863452221994531,0.5677949423301071,0.5361649996643618,0.23563241192396214,0.01832460732984293,2.0
734594.0,0.34126143304036977,0.7847969816042107,0.0002962962962962963,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.23652614330403712,0.7108706625222403,0.0026296296296296293,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.2108032176374194,0.6526233065509391,0.01888888888888889,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.3140142171905257,0.8245448360799996,0.0008148148148148149,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.32765612393862653,0.6261770179657125,0.005259259259259259,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.3010594370899153,0.7484696889722982,0.015555555555555555,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.38956121555191453,0.7831350067444718,0.0002222222222222222,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,0.0
734594.0,0.30412632206167173,0.7543448087111227,0.03925925925925926,-1.0,-1.0,0.0,0.49801700887928907,0.11215172866448078,0.473569185042132,0.37059680796667366,0.020942408376963352,1.0
734595.0,0.34126143304036977,0.7847969816042107,0.00040740740740740744,-1.0,-1.0,0.0,0.3783955928930346,0.14316759063060022,0.419709308885553,0.35945505300455,0.02356020942408377,0.0
734595.0,0.3010594370899153,0.7484696889722982,0.0044444444444444444,-1.0,-1.0,0.0,0.3783955928930346,0.14316759063060022,0.419709308885553,0.35945505300455,0.02356020942408377,0.0
734595.0,0.3140142171905257,0.8245448360799996,0.0008148148148148149,-1.0,-1.0,0.0,0.3783955928930346,0.14316759063060022,0.419709308885553,0.35945505300455,0.02356020942408377,0.0
